num_sensors,quadtree_area,coverage_ratio
1,0.0,0.0
4,0.0,0.0
16,937.5,0.40811904802554566
46,1367.1875,0.5951736117039207
133,1630.859375,0.7099570939611054
400,1865.234375,0.8119868559674919
1177,2041.6259765625,0.8887748799775066
