xmin,ymin,xmax,ymax,width,height,center_x,center_y,depth,state
1.3671875,1.171875,1.5625,1.3671875,0.1953125,0.1953125,1.46484375,1.26953125,8,OCCUPIED
1.171875,1.3671875,1.26953125,1.46484375,0.09765625,0.09765625,1.220703125,1.416015625,9,OCCUPIED
1.26953125,1.3671875,1.3671875,1.46484375,0.09765625,0.09765625,1.318359375,1.416015625,9,OCCUPIED
1.171875,1.46484375,1.220703125,1.513671875,0.048828125,0.048828125,1.1962890625,1.4892578125,10,OCCUPIED
1.220703125,1.46484375,1.26953125,1.513671875,0.048828125,0.048828125,1.2451171875,1.4892578125,10,OCCUPIED
1.171875,1.513671875,1.220703125,1.5625,0.048828125,0.048828125,1.1962890625,1.5380859375,10,FREE
1.220703125,1.513671875,1.26953125,1.5625,0.048828125,0.048828125,1.2451171875,1.5380859375,10,FREE
1.26953125,1.46484375,1.318359375,1.513671875,0.048828125,0.048828125,1.2939453125,1.4892578125,10,OCCUPIED
1.318359375,1.46484375,1.3671875,1.513671875,0.048828125,0.048828125,1.3427734375,1.4892578125,10,OCCUPIED
1.26953125,1.513671875,1.318359375,1.5625,0.048828125,0.048828125,1.2939453125,1.5380859375,10,FREE
1.318359375,1.513671875,1.3671875,1.5625,0.048828125,0.048828125,1.3427734375,1.5380859375,10,FREE
1.3671875,1.3671875,1.46484375,1.46484375,0.09765625,0.09765625,1.416015625,1.416015625,9,OCCUPIED
1.46484375,1.3671875,1.5625,1.46484375,0.09765625,0.09765625,1.513671875,1.416015625,9,OCCUPIED
1.3671875,1.46484375,1.416015625,1.513671875,0.048828125,0.048828125,1.3916015625,1.4892578125,10,OCCUPIED
1.416015625,1.46484375,1.46484375,1.513671875,0.048828125,0.048828125,1.4404296875,1.4892578125,10,OCCUPIED
1.3671875,1.513671875,1.416015625,1.5625,0.048828125,0.048828125,1.3916015625,1.5380859375,10,FREE
1.416015625,1.513671875,1.46484375,1.5625,0.048828125,0.048828125,1.4404296875,1.5380859375,10,FREE
1.46484375,1.46484375,1.513671875,1.513671875,0.048828125,0.048828125,1.4892578125,1.4892578125,10,OCCUPIED
1.513671875,1.46484375,1.5625,1.513671875,0.048828125,0.048828125,1.5380859375,1.4892578125,10,OCCUPIED
1.46484375,1.513671875,1.513671875,1.5625,0.048828125,0.048828125,1.4892578125,1.5380859375,10,FREE
1.513671875,1.513671875,1.5625,1.5625,0.048828125,0.048828125,1.5380859375,1.5380859375,10,FREE
1.5625,0.0,1.7578125,0.1953125,0.1953125,0.1953125,1.66015625,0.09765625,8,FREE
1.7578125,0.0,1.953125,0.1953125,0.1953125,0.1953125,1.85546875,0.09765625,8,FREE
1.5625,0.1953125,1.611328125,0.244140625,0.048828125,0.048828125,1.5869140625,0.2197265625,10,FREE
1.611328125,0.1953125,1.66015625,0.244140625,0.048828125,0.048828125,1.6357421875,0.2197265625,10,FREE
1.5625,0.244140625,1.611328125,0.29296875,0.048828125,0.048828125,1.5869140625,0.2685546875,10,OCCUPIED
1.611328125,0.244140625,1.66015625,0.29296875,0.048828125,0.048828125,1.6357421875,0.2685546875,10,FREE
1.66015625,0.1953125,1.7578125,0.29296875,0.09765625,0.09765625,1.708984375,0.244140625,9,FREE
1.5625,0.29296875,1.611328125,0.341796875,0.048828125,0.048828125,1.5869140625,0.3173828125,10,OCCUPIED
1.611328125,0.29296875,1.66015625,0.341796875,0.048828125,0.048828125,1.6357421875,0.3173828125,10,FREE
1.5625,0.341796875,1.611328125,0.390625,0.048828125,0.048828125,1.5869140625,0.3662109375,10,OCCUPIED
1.611328125,0.341796875,1.66015625,0.390625,0.048828125,0.048828125,1.6357421875,0.3662109375,10,FREE
1.66015625,0.29296875,1.7578125,0.390625,0.09765625,0.09765625,1.708984375,0.341796875,9,FREE
1.7578125,0.1953125,1.953125,0.390625,0.1953125,0.1953125,1.85546875,0.29296875,8,FREE
1.953125,0.0,2.34375,0.390625,0.390625,0.390625,2.1484375,0.1953125,7,FREE
1.5625,0.390625,1.611328125,0.439453125,0.048828125,0.048828125,1.5869140625,0.4150390625,10,OCCUPIED
1.611328125,0.390625,1.66015625,0.439453125,0.048828125,0.048828125,1.6357421875,0.4150390625,10,FREE
1.5625,0.439453125,1.611328125,0.48828125,0.048828125,0.048828125,1.5869140625,0.4638671875,10,OCCUPIED
1.611328125,0.439453125,1.66015625,0.48828125,0.048828125,0.048828125,1.6357421875,0.4638671875,10,FREE
1.66015625,0.390625,1.7578125,0.48828125,0.09765625,0.09765625,1.708984375,0.439453125,9,FREE
1.5625,0.48828125,1.611328125,0.537109375,0.048828125,0.048828125,1.5869140625,0.5126953125,10,OCCUPIED
1.611328125,0.48828125,1.66015625,0.537109375,0.048828125,0.048828125,1.6357421875,0.5126953125,10,FREE
1.5625,0.537109375,1.611328125,0.5859375,0.048828125,0.048828125,1.5869140625,0.5615234375,10,OCCUPIED
1.611328125,0.537109375,1.66015625,0.5859375,0.048828125,0.048828125,1.6357421875,0.5615234375,10,FREE
1.66015625,0.48828125,1.7578125,0.5859375,0.09765625,0.09765625,1.708984375,0.537109375,9,FREE
1.7578125,0.390625,1.953125,0.5859375,0.1953125,0.1953125,1.85546875,0.48828125,8,FREE
1.5625,0.5859375,1.611328125,0.634765625,0.048828125,0.048828125,1.5869140625,0.6103515625,10,OCCUPIED
1.611328125,0.5859375,1.66015625,0.634765625,0.048828125,0.048828125,1.6357421875,0.6103515625,10,FREE
1.5625,0.634765625,1.611328125,0.68359375,0.048828125,0.048828125,1.5869140625,0.6591796875,10,OCCUPIED
