num_sensors,quadtree_area,coverage_ratio
1,0.0,0.0
4,0.0,0.0
16,937.5,0.40811904802554566
46,1367.1875,0.5951736117039207
133,1630.859375,0.7099570939611054
400,1865.234375,0.8119868559674919
1177,2041.6259765625,0.8887748799775066
3268,2162.17041015625,0.9412511247594372
8047,2229.8049926757812,0.9706942836196786
17875,2265.481948852539,0.9862254253704066
