count,time,location_odometry_pos_x,location_odometry_pos_y,location_odometry_pos_z,location_odometry_roll,location_odometry_pitch,location_odometry_yaw
0,0,4.5222567873446415,29.492425529854522,0,0,0,0.0
1,500,42.022256787344645,46.159092196521186,0,0,0,0.0
2,1000,17.02225678734464,7.270203307632291,0,0,0,0.0
3,1500,35.772256787344645,23.936869974298947,0,0,0,0.0
4,2000,10.772256787344642,40.60353664096563,0,0,0,0.0
5,2500,26.39725678734464,35.04798108541007,0,0,0,0.0
6,3000,1.3972567873446418,16.52946256689154,0,0,0,0.0
7,3500,38.897256787344645,33.196129233558224,0,0,0,0.0
8,4000,13.897256787344642,49.86279590022489,0,0,0,0.0
9,4500,31.08475678734464,22.085018122447096,0,0,0,0.0
10,5000,6.0847567873446415,38.751684789113774,0,0,0,0.0
11,5500,43.584756787344645,14.677610715039688,0,0,0,0.0
12,6000,18.58475678734464,31.34427738170637,0,0,0,0.0
13,6500,49.834756787344645,25.78872182615082,0,0,0,0.0
14,7000,27.95975678734464,3.566499603928588,0,0,0,0.0
15,7500,40.459756787344645,36.89983293726193,0,0,0,0.0
16,8000,15.459756787344642,12.208474912570562,0,0,0,0.0
17,8500,46.709756787344645,6.652919357015007,0,0,0,0.0
18,9000,28.74100678734464,39.986252690348344,0,0,0,0.0
19,9500,3.7410067873446415,1.0973638014594511,0,0,0,0.0
20,10000,16.24100678734464,34.43069713479279,0,0,0,0.0
21,10500,34.991006787344645,15.912178616274256,0,0,0,0.0
22,11000,47.491006787344645,49.245511949607604,0,0,0,0.0
23,11500,38.116006787344645,4.8010675051631555,0,0,0,0.0
24,12000,31.86600678734464,38.1344008384965,0,0,0,0.0
25,12500,6.8660067873446415,14.060326764422404,0,0,0,0.0
26,13000,44.366006787344645,30.726993431089088,0,0,0,0.0
27,13500,19.36600678734464,47.39366009775575,0,0,0,0.0
28,14000,30.30350678734464,8.504771208866858,0,0,0,0.0
29,14500,5.3035067873446415,25.17143787553353,0,0,0,0.0
30,15000,36.553506787344645,19.61588231997796,0,0,0,0.0
31,15500,11.553506787344642,36.28254898664465,0,0,0,0.0
32,16000,49.053506787344645,11.591190961953277,0,0,0,0.0
33,16500,24.05350678734464,28.257857628619952,0,0,0,0.0
34,17000,2.1785067873446415,6.035635406397724,0,0,0,0.0
35,17500,14.678506787344642,39.36896873973106,0,0,0,0.0
36,18000,33.428506787344645,0.4800798508421673,0,0,0,0.0
37,18500,29.13163178734464,31.961561332323658,0,0,0,0.0
38,19000,41.631631787344645,9.739339110101426,0,0,0,0.0
39,19500,16.63163178734464,26.406005776768097,0,0,0,0.0
40,20000,47.881631787344645,20.850450221212526,0,0,0,0.0
41,20500,22.88163178734464,37.51711688787921,0,0,0,0.0
42,21000,26.00663178734464,13.44304281380512,0,0,0,0.0
43,21500,13.506631787344642,7.887487258249575,0,0,0,0.0
44,22000,7.2566317873446415,41.22082059158291,0,0,0,0.0
45,22500,44.756631787344645,2.331931702694019,0,0,0,0.0
46,23000,30.69413178734464,35.665265036027364,0,0,0,0.0
47,23500,18.19413178734464,45.74756956277633,0,0,0,0.0
48,24000,36.944131787344645,6.858680673887435,0,0,0,0.0
49,24500,11.944131787344642,23.525347340554088,0,0,0,0.0
50,25000,24.44413178734464,1.3031251183318793,0,0,0,0.0
51,25500,40.069131787344645,16.117939933146683,0,0,0,0.0
52,26000,8.819131787344642,10.562384377591139,0,0,0,0.0
53,26500,34.600381787344645,30.932754747961518,0,0,0,0.0
54,27000,22.10038178734464,25.377199192405964,0,0,0,0.0
55,27500,12.725381787344642,36.488310303517075,0,0,0,0.0
56,28000,31.47538178734464,11.796952278825707,0,0,0,0.0
57,28500,4.9128817873446415,39.57473005660349,0,0,0,0.0
