count,x,y,yaw
1,5.0007873051601706e-20,-7.326502580390943e-20,0.11288991595119292
1,5.549366273390505,0.6291423904230804,0.1600595071790523
1,9.05668431231571,1.1953656323501805,0.2810346834163791
1,11.986202799253839,2.0410440837361525,0.49473926230119086
1,15.224370864696033,3.788007311994721,0.530634402545575
1,18.303281541327898,5.594618257203329,0.4417874669334134
1,20.595770473024704,6.678887576389463,0.3530980499406164
1,22.685075108218758,7.448886870323605,0.23790071573055424
1,24.951248598839634,7.998417714524236,0.21863956060134412
1,27.018746754030495,8.457797995233129,0.3062826586673886
1,28.31335004750448,8.867195035200332,0.34212862649378994
1,29.375345118485136,9.24540723462631,0.28622138104728634
1,30.512410383702758,9.580048153170308,0.32323631597189667
1,31.59376469215934,9.94228562482296,0.5272680911396291
1,32.43291593609581,10.430884036683564,0.6213662051923355
1,33.265518940404306,11.027005753093976,0.6440829396620139
1,34.320680290348974,11.819336442945856,0.6273733886354342
1,35.34879671239618,12.564823115565758,0.5137071678541559
1,36.07322000511486,12.973568763048261,0.6898145693196291
1,36.73308814489719,13.517976086195311,1.0320820214614863
1,37.502983955199,14.806109461473408,1.1765431918095093
1,38.185112033897596,16.445700805263137,1.4137618785553394
1,38.493909247267126,18.39594000245676,1.498102657055795
1,38.636968046694946,20.36044006502409,1.5594953640899714
1,38.656142469626715,22.05707487030863,1.6052134306508217
1,38.605468887589375,23.52883067010663,1.6981181695155665
1,38.469135667140826,24.59381471072779,1.8479077682588192
1,38.179494913260534,25.61213646488627,2.0476463945363625
1,37.51559119749624,26.89724311883354,2.062412516977889
1,36.81780161907331,28.2003877737674,1.9425723548755658
1,36.39261741455849,29.29086153187225,1.8624812934486856
1,36.05930120060418,30.400995186179927,1.8054442871421796
1,35.72898358442336,31.782779425925092,1.7597762685285998
1,35.31160124829001,33.96503086125524,1.7275639655017092
1,34.63002615452565,38.277033297902776,1.697150096154815
1,33.94179785158635,43.6948519943972,1.6379111889866917
1,33.49780267875321,50.30036846911483,1.5310747942564775
1,33.74416669338243,56.49938482630972,1.0704452784042573
1,35.81737514029256,60.291203052713115,0.8160509998398174
1,38.270764637245215,62.899805578799445,0.6925903343513531
1,40.03785285204452,64.36595913472598,0.5158329808733909
1,41.983888009997365,65.46944258381284,0.3503012624644031
1,45.153065279564125,66.62736468254052,0.2539708236229573
1,48.9526249216952,67.61363900812083,0.09304590015344798
1,53.42018956990528,68.03053136461817,0.03667069168386576
1,57.94672407685928,68.19659696092269,-0.004220758564483785
1,61.982163153966134,68.1795642457316,-0.03206375848211555
1,65.66756906250161,68.06135576855637,-0.07618202187775666
1,68.79397089517012,67.82271831692438,-0.18441719080923133
1,71.2613789423013,67.3624561952049,-0.7636291558583223
1,72.31080970868744,66.3577490376797,-1.2154911434760551
1,72.86089572726745,64.8752463599082,-1.3751285571542953
1,73.33092478317405,62.503802157203594,-1.4071620411655776
1,73.77440379930444,59.81785094556801,-1.4102200836677063
1,74.21828965877958,57.07732023207265,-1.4339825169603984
1,74.64104461137768,54.00662185718896,-1.481444344173246
1,75.0,50.0,-1.481444344173246
