count,start_x,start_y,goal_x,goal_y,success,status,planning_time_sec,path_waypoint_count,path_length_m,selected_start_yaw_rad,selected_goal_yaw_rad,result_txt,result_csv,result_png
1,0.0,0.0,75.0,50.0,True,SUCCEEDED,0.285635389998788,1340,137.9488090481757,0.0,-1.1780972450961724,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_hybrid_astar/raw/1.txt,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_hybrid_astar/raw/1.csv,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_hybrid_astar/raw/1.png
2,60.0,-38.0,75.0,40.0,True,SUCCEEDED,0.1678355449985247,790,80.86643400748937,0.7853981633974483,1.9634954084936211,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_hybrid_astar/raw/2.txt,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_hybrid_astar/raw/2.csv,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_hybrid_astar/raw/2.png
