count,x,y,halt
0,60.0,-38.0,0
1,59.97500300966203,-38.02500264532864,0
2,60.03828283465171,-37.9426572826092,0
3,60.081293571754685,-37.84791402582382,0
4,60.12111550573279,-37.75168283815281,0
5,60.160952755382304,-37.65545804287826,0
6,60.20135226604908,-37.56029406453283,0
7,60.2387869043564,-37.46382693159774,0
8,60.27352832688694,-37.366196370997606,0
9,60.3060273435098,-37.267610416499316,0
10,60.336788014532885,-37.168291883078204,0
11,60.36627762673649,-37.068442348057886,0
12,60.39488155300321,-36.9682254039211,0
13,60.42289255840115,-36.86776391420166,0
14,60.45051978089245,-36.767144893479816,0
15,60.47790560060573,-36.66642718342455,0
16,60.50514326219921,-36.56564911165949,0
17,60.53229190969368,-36.46483488130432,0
18,60.55938806373705,-36.363999382122586,0
19,60.58645376565693,-36.26315157229136,0
20,60.61350205902923,-36.16229673872048,0
21,60.640540533038475,-36.06143795023603,0
22,60.667573540854455,-35.96057696339104,0
23,60.69460355362284,-35.85971477330123,0
24,60.721631971582184,-35.75885194254377,0
25,60.74865960625998,-35.6579887960182,0
26,60.77568697244719,-35.55712553839358,0
27,60.80271448037813,-35.45626233080041,0
28,60.829742591218064,-35.35539935209777,0
29,60.856771988091616,-35.25453686540011,0
30,60.88380381821889,-35.15367531158117,0
31,60.91084007924521,-35.05281545810318,0
32,60.93788425630075,-34.95195864439584,0
33,60.964942368050686,-34.851107185049266,0
34,60.99202465029483,-34.750265019470504,0
35,61.01914818732702,-34.64943872872212,0
36,61.046340869219534,-34.54863906754794,0
37,61.07364704740359,-34.44788315915705,0
38,61.10113506223789,-34.34719742635218,0
39,61.12890622279265,-34.246621106784985,0
40,61.15710354850141,-34.14620971181313,0
41,61.18591636244698,-34.04603692783721,0
42,61.215573690533695,-33.94619222917283,0
43,61.24631636596762,-33.846770240943805,0
44,61.278337779714995,-33.74784780786708,0
45,61.31169223853472,-33.64944807849474,0
46,61.34619481714823,-33.55150051217742,0
47,61.381375022865456,-33.45382102885434,0
48,61.41656184755383,-33.35614401877985,0
49,61.45108637355414,-33.25820465449947,0
50,61.484484891703005,-33.15982139500747,0
51,61.51658554801943,-33.060928594188184,0
52,61.547464837203684,-32.96155771359542,0
53,61.577351677539774,-32.86179891839308,0
54,61.60654136573181,-32.761767272234906,0
55,61.63534274730869,-32.661582236256706,0
56,61.66405591529081,-32.561359168514294,0
57,61.6929668927252,-32.46120747522203,0
58,61.72234329035915,-32.36122922804637,0
59,61.75241603025022,-32.261512532178884,0
60,61.783336693160756,-32.1621156114042,0
61,61.8151119460422,-32.06304201423696,0
62,61.84754080049214,-31.964216494413606,0
63,61.88021197611942,-31.8654832664829,0
64,61.91261904322904,-31.76664937577157,0
65,61.94434399684111,-31.667556446403268,0
66,61.97517082394774,-31.568123441230252,0
67,62.00507956971402,-31.46834363920173,0
68,62.034178370394336,-31.36825848585557,0
69,62.06263067324396,-31.267929990218096,0
70,62.09060390972294,-31.16742141013317,0
71,62.11824286011571,-31.066787305293808,0
72,62.145661284382435,-30.966070465558783,0
