count,time,proximity_num,proximity_id,proximity_duration,proximity_velocity,proximity_theta,proximity_phi,proximity_distance
0,0,30,0,0,0,3.141592653589793,0.0,6.718212205620061,1,0,0,0.0,0.0,7.571763194034556,2,0,0,1.5707963267948963,0.0,7.6283131531383646,3,0,0,0.27925268031909256,0.0,7.927502566264194,4,0,0,-0.17453292519943303,0.0,8.644881468834662,5,0,0,0.5585053606381852,0.0,9.26148154801258,6,0,0,-0.2792526803190925,0.0,9.739842942913471,7,0,0,-0.4537856055185259,0.0,10.62790895613078,8,0,0,0.4886921905584121,0.0,10.716349885024375,9,0,0,-0.5585053606381853,0.0,10.949480300745103,10,0,0,0.20943951023931956,0.0,10.971859462955445,11,0,0,-0.8028514559173916,0.0,11.337875150272584,12,0,0,0.6283185307179585,0.0,12.317133716641557,13,0,0,-1.082104136236484,0.0,12.456839948165483,14,0,0,-0.942477796076938,0.0,13.256144684971146,15,0,0,-1.3264502315156905,0.0,13.652195908318502,16,0,0,-0.13962634015954659,0.0,14.720189668343302,17,0,0,-0.6283185307179587,0.0,15.024760763859113,18,0,0,-1.1519173063162575,0.0,15.216065234689363,19,0,0,-1.2566370614359172,0.0,16.123118881417586,20,0,0,-1.4660765716752369,0.0,16.408203703568468,21,0,0,-1.1868238913561442,0.0,17.372813866404158,22,0,0,-1.6406094968746698,0.0,27.243285233991198,23,0,0,-1.5009831567151235,0.0,27.634147467126684,24,0,0,-1.5707963267948966,0.0,27.771435846861635,25,0,0,-1.7802358370342162,0.0,27.886038236962435,26,0,0,-1.710422666954443,0.0,28.890856062289675,27,0,0,-1.53588974175501,0.0,29.263769109324546,28,0,0,-1.6755160819145565,0.0,30.511517632927585,29,0,0,-1.7453292519943295,0.0,31.93307704033865
1,500,37,0,0,0,0.45378560551852565,0.0,4.739722151821343,1,0,0,0.6632251157578449,0.0,10.570022722304873,2,0,0,0.0,0.0,11.811269051169297,3,0,0,-1.5707963267948966,0.0,12.753451286971085,4,0,0,-2.2689280275926285,0.0,13.456258052405072,5,0,0,-2.3387411976724017,0.0,13.888075263273175,6,0,0,-2.478367537831948,0.0,15.537151482758984,7,0,0,-2.5830872929516078,0.0,15.73722375126401,8,0,0,2.652900463031381,0.0,18.019053513763012,9,0,0,-2.7576202181510405,0.0,18.564037084845012,10,0,0,-2.6179938779914944,0.0,19.010259946000012,11,0,0,-2.8623399732707004,0.0,19.122271258727626,12,0,0,3.001966313430247,0.0,19.855668449269164,13,0,0,2.6878070480712677,0.0,19.88631491249499,14,0,0,-2.652900463031381,0.0,20.77119886674071,15,0,0,-2.9670597283903604,0.0,20.851352331168826,16,0,0,-2.722713633111154,0.0,20.967768826703704,17,0,0,3.1066860685499065,0.0,21.027659188483522,18,0,0,2.827433388230814,0.0,21.67174477706008,19,0,0,2.8623399732707004,0.0,21.744280463969123,20,0,0,-3.036872898470133,0.0,22.795954375841188,21,0,0,2.548180707911721,0.0,23.035735750761496,22,0,0,2.443460952792061,0.0,23.051861127588882,23,0,0,-3.141592653589793,0.0,23.214412948830706,24,0,0,2.897246558310587,0.0,23.427123642060543,25,0,0,2.3736477827122884,0.0,24.752039787573803,26,0,0,-3.1066860685499065,0.0,24.758224490245322,27,0,0,2.478367537831948,0.0,25.403943131591355,28,0,0,2.3387411976724017,0.0,25.788033801869563,29,0,0,2.303834612632515,0.0,27.501007686624547,30,0,0,2.129301687433082,0.0,28.173079262654852,31,0,0,2.234021442552742,0.0,28.455284864734207,32,0,0,-3.07177948351002,0.0,28.697978528417323,33,0,0,1.9896753472735358,0.0,30.74254376514701,34,0,0,2.1642082724729685,0.0,30.98925481837376,35,0,0,1.5707963267948966,0.0,37.246548713028915,36,0,0,2.9670597283903604,0.0,38.77785367958745
2,1000,38,0,0,0,2.8972465583105866,0.0,6.422574548540817,1,0,0,-3.0717794835100194,0.0,7.03786485137161,2,0,0,3.1066860685499065,0.0,9.56595195560613,3,0,0,1.5707963267948966,0.0,10.563832443224342,4,0,0,2.6179938779914944,0.0,12.094643886448685,5,0,0,2.827433388230814,0.0,12.623529219143295,6,0,0,3.141592653589793,0.0,12.901376493484747,7,0,0,2.6878070480712677,0.0,13.45010356982592,8,0,0,2.513274122871834,0.0,13.894034696059782,9,0,0,-2.722713633111154,0.0,14.177559742757161,10,0,0,2.7576202181510405,0.0,14.364541942711194,11,0,0,-2.5830872929516078,0.0,14.472937301796135,12,0,0,-2.5132741228718345,0.0,14.990314259124373,13,0,0,-2.792526803190927,0.0,16.41313265101404,14,0,0,-2.3736477827122884,0.0,16.468741380027886,15,0,0,-2.652900463031381,0.0,16.613700673001325,16,0,0,0.0,0.0,17.420351363861855,17,0,0,-2.234021442552742,0.0,19.139309846348343,18,0,0,-2.3387411976724017,0.0,19.41732614151852,19,0,0,-2.443460952792061,0.0,19.523176539976106,20,0,0,-2.129301687433082,0.0,19.587492893459267,21,0,0,-2.548180707911721,0.0,21.472719847210648,22,0,0,-2.2689280275926285,0.0,21.529161113888083,23,0,0,-2.199114857512855,0.0,21.802752716746905,24,0,0,-0.9424777960769382,0.0,23.805258280010484,25,0,0,-1.1519173063162575,0.0,25.704584112728906,26,0,0,-0.9075712110370513,0.0,26.093055027371836,27,0,0,-0.9773843811168247,0.0,27.451736580086862,28,0,0,-2.0245819323134224,0.0,33.73644937233188,29,0,0,-1.9547687622336491,0.0,34.46299069962285,30,0,0,-1.9198621771937625,0.0,35.42771575091912,31,0,0,-1.8151424220741028,0.0,36.14186341760947,32,0,0,-1.7802358370342162,0.0,36.655062620281406,33,0,0,-1.6755160819145565,0.0,37.01310723093202,34,0,0,-1.710422666954443,0.0,37.033367745947366,35,0,0,-1.8849555921538759,0.0,38.05015299027476,36,0,0,-2.059488517353309,0.0,38.42782461336078,37,0,0,-1.5707963267948966,0.0,39.43616755677566
