count,start_x,start_y,goal_x,goal_y,success,status,planning_time_sec,path_waypoint_count,path_length_m,selected_start_yaw_rad,selected_goal_yaw_rad,result_txt,result_csv,result_png
1,0.0,0.0,75.0,50.0,False,RESULT_TIMEOUT,1.0016243660029431,0,0.0,0.0,0.0,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_theta_star/raw/1.txt,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_theta_star/raw/1.csv,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_theta_star/raw/1.png
2,60.0,-38.0,75.0,40.0,True,SUCCEEDED,0.33055557400075486,1581,80.72029633268879,0.0,0.0,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_theta_star/raw/2.txt,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_theta_star/raw/2.csv,/nav2_smac_ws/src/smac_benchmark/results/reexperiments/ku_outdoor_theta_star/raw/2.png
