num_sensors,ppm_area,coverage_ratio
1,9.474584901610285,0.004952470778048433
2,56.1028629097556,0.02932558967076218
3,71.10205726027853,0.03716583517878532
4,95.50461113811521,0.04992132117049338
5,108.20102047137746,0.05655787536913019
6,154.288690385652,0.0806484124057442
7,275.758614562191,0.14414209114135038
8,292.1022713378576,0.15268510209417696
9,301.5591025380007,0.1576282928152486
10,406.390010689276,0.21242457303721723
11,505.3040401261422,0.2641280350265488
12,510.6766330605692,0.26693634903570157
13,528.6369838404876,0.2763244239038604
14,548.2083388855651,0.28655458859752253
15,614.8887716742647,0.3214091915466746
16,630.9313867908363,0.32979484468012166
17,652.6101412935382,0.3411265704806757
18,691.9521512199393,0.3616910761063605
19,701.0586260948171,0.3664511316842254
20,731.8807903730135,0.38256221934549406
21,751.2485697866097,0.3926859727951276
22,764.4655612306433,0.39959464104603615
23,779.1095563589575,0.40724921997482216
24,796.7311630677124,0.4164602295539899
25,824.1136892458928,0.4307733801705976
26,833.1365955246101,0.435489753514914
27,855.9412228127819,0.44740998552737515
28,866.8796921652292,0.4531276449696761
29,885.5034443350967,0.46286248711386424
30,896.7712734694112,0.4687523065728942
31,895.7369223825531,0.4682116397695351
32,931.6045618227585,0.48696005334647235
33,945.7458429590212,0.49435185808713233
34,972.759349246761,0.5084721179076889
35,996.116064707335,0.5206809325408265
36,1010.1889428113132,0.5280369822566451
37,1008.2252267152264,0.527010526038959
38,1010.1214224001509,0.528001688587669
39,1023.4205988600472,0.5349533158593348
40,1032.683281782315,0.539795023118833
41,1040.1989818991124,0.5437235630592676
42,1052.366232601078,0.5500835201630805
43,1058.568526605762,0.5533255281385265
44,1060.7172163496275,0.5544486721367168
45,1061.9601544500142,0.5550983696891701
46,1075.1617019035532,0.5619989651946851
47,1089.2526711360383,0.5693644713443425
48,1104.421398129052,0.5772933334478767
49,1114.9449201644657,0.5827940953180539
50,1125.3385355042801,0.5882269535153517
51,1140.5022568554582,0.5961531991142924
52,1147.6252914888776,0.5998764884445765
53,1164.5965017096864,0.608747528554459
54,1174.7375185706435,0.6140483507208265
55,1172.7565742224087,0.6130128891043598
56,1182.1695722384038,0.6179331677331491
57,1211.331245994364,0.6331762985526143
58,1220.4688156100271,0.6379526076969086
59,1229.4610441234609,0.6426529454325224
60,1237.5689003381767,0.6468910119434018
61,1247.192665199148,0.6519214607433982
62,1256.2302114576987,0.6566454865678042
63,1268.9278068807528,0.663282660748751
64,1276.989232147044,0.6674964572871032
65,1294.178529972808,0.6764814942107577
66,1304.313616180617,0.6817792163588429
67,1313.8777790201643,0.6867785105201423
68,1318.2794332244328,0.6890793040692094
69,1319.848988011138,0.6898997277918764
70,1334.0293722128015,0.6973119721392042
71,1335.1329130569188,0.6978888051972884
72,1342.2663624077873,0.7016175384160767
73,1343.0250584870591,0.7020141172848116
74,1352.3978602960574,0.7069133849096776
75,1358.1498291992448,0.7099200029520614
76,1368.7554574267215,0.7154636826409201
77,1371.2522674150964,0.716768792958066
78,1388.9011018027452,0.7259940347474547
79,1393.3700470217264,0.7283300020574254
80,1395.0270013995287,0.7291961105172515
81,1401.857714312731,0.7327666000370745
82,1407.4183724025893,0.7356732177921237
83,1409.2423798674545,0.7366266467562942
