num_sensors,quadtree_area,coverage_ratio
1,0.0,0.0
4,0.0,0.0
16,0.0,0.0
64,195.3125,0.10209201341086588
241,585.9375,0.30627604023259763
826,1152.34375,0.6023428791241087
2299,1544.189453125,0.8071649810296583
5506,1733.245849609375,0.9059868596359574
12253,1821.8231201171875,0.9522871829054946
25921,1865.4918670654297,0.9751133220367619
