count,time,location_odometry_pos_x,location_odometry_pos_y,location_odometry_pos_z,location_odometry_roll,location_odometry_pitch,location_odometry_yaw
0,0,39.70842754691288,8.806685950552515,0,0,0,0.0
1,500,45.95842754691288,47.695574839441406,0,0,0,0.0
2,1000,20.958427546912876,31.028908172774745,0,0,0,0.0
3,1500,33.45842754691288,3.2511303949969603,0,0,0,0.0
4,2000,8.458427546912878,36.5844637283303,0,0,0,0.0
5,2500,42.83342754691288,19.91779706166362,0,0,0,0.0
6,3000,17.833427546912876,6.954834098700663,0,0,0,0.0
7,3500,5.333427546912878,23.621500765367323,0,0,0,0.0
8,4000,49.08342754691288,12.51038965425621,0,0,0,0.0
9,4500,36.58342754691288,29.177056320922894,0,0,0,0.0
10,5000,11.583427546912878,1.3992785431451082,0,0,0,0.0
11,5500,38.14592754691288,34.732611876478444,0,0,0,0.0
12,6000,44.39592754691288,27.32520446907104,0,0,0,0.0
13,6500,31.895927546912876,49.54742669129326,0,0,0,0.0
14,7000,16.270927546912876,38.43631558018215,0,0,0,0.0
15,7500,28.770927546912876,21.76964891351547,0,0,0,0.0
16,8000,3.770927546912878,8.189401999935232,0,0,0,0.0
17,8500,47.52092754691288,41.52273533326857,0,0,0,0.0
18,9000,2.989677546912878,19.300513111046335,0,0,0,0.0
19,9500,46.73967754691288,6.337550148083379,0,0,0,0.0
20,10000,34.23967754691288,23.004216814750038,0,0,0,0.0
21,10500,9.239677546912878,11.893105703638934,0,0,0,0.0
22,11000,18.614677546912876,28.559772370305613,0,0,0,0.0
23,11500,37.36467754691288,43.37458718512042,0,0,0,0.0
24,12000,12.364677546912878,26.707920518453754,0,0,0,0.0
25,12500,13.927177546912878,48.930142740675976,0,0,0,0.0
26,13000,26.427177546912876,32.26347607400931,0,0,0,0.0
27,13500,1.4271775469128778,4.485698296231528,0,0,0,0.0
28,14000,45.17717754691288,37.81903162956487,0,0,0,0.0
29,14500,20.177177546912876,21.152364962898186,0,0,0,0.0
30,15000,32.67717754691288,7.572118049317947,0,0,0,0.0
31,15500,42.05217754691288,24.238784715984607,0,0,0,0.0
32,16000,17.052177546912876,13.127673604873497,0,0,0,0.0
33,16500,4.552177546912878,29.794340271540175,0,0,0,0.0
34,17000,23.302177546912876,35.349895827095736,0,0,0,0.0
35,17500,35.80217754691288,18.68322916042905,0,0,0,0.0
36,18000,14.317802546912878,22.386932864132756,0,0,0,0.0
37,18500,26.817802546912876,11.275821753021651,0,0,0,0.0
38,19000,33.06780254691288,33.49804397524388,0,0,0,0.0
39,19500,17.442802546912876,42.757303234503134,0,0,0,0.0
40,20000,29.942802546912876,26.090636567836473,0,0,0,0.0
41,20500,37.75530254691288,20.535081012280905,0,0,0,0.0
42,21000,0.2553025469128778,25.884875250964047,0,0,0,0.0
43,21500,44.00530254691288,14.773764139852922,0,0,0,0.0
44,22000,19.005302546912876,48.10709747318626,0,0,0,0.0
45,22500,6.505302546912878,3.662653028741816,0,0,0,0.0
46,23000,15.880302546912878,20.329319695408476,0,0,0,0.0
47,23500,3.380302546912878,40.69969006577885,0,0,0,0.0
48,24000,22.130302546912876,12.921912288001069,0,0,0,0.0
49,24500,34.63030254691288,46.25524562133441,0,0,0,0.0
50,25000,9.630302546912878,29.58857895466775,0,0,0,0.0
51,25500,40.09905254691288,1.8108011768899641,0,0,0,0.0
52,26000,15.099052546912878,35.1441345102233,0,0,0,0.0
53,26500,21.349052546912876,27.736727102815895,0,0,0,0.0
54,27000,43.22405254691288,33.292282658371455,0,0,0,0.0
55,27500,30.724052546912876,38.847838213927005,0,0,0,0.0
56,28000,49.47405254691288,8.600924633680087,0,0,0,0.0
57,28500,36.97405254691288,25.26759130034676,0,0,0,0.0
58,29000,13.536552546912878,30.823146855902316,0,0,0,0.0
59,29500,26.036552546912876,3.045369078124532,0,0,0,0.0
60,30000,1.0365525469128778,36.37870241145787,0,0,0,0.0
61,30500,32.28655254691288,40.082406115161575,0,0,0,0.0
62,31000,7.286552546912878,23.415739448494897,0,0,0,0.0
63,31500,41.66155254691288,12.30462833738379,0,0,0,0.0
64,32000,16.661552546912876,45.63796167071713,0,0,0,0.0
65,32500,22.911552546912876,17.86018389293934,0,0,0,0.0
66,33000,8.263115046912878,7.983640683062802,0,0,0,0.0
67,33500,42.63811504691288,41.31697401639614,0,0,0,0.0
68,34000,17.638115046912876,24.650307349729463,0,0,0,0.0
69,34500,30.138115046912876,13.539196238618354,0,0,0,0.0
70,35000,5.138115046912878,46.872529571951695,0,0,0,0.0
71,35500,48.88811504691288,30.20586290528503,0,0,0,0.0
72,36000,37.95061504691288,6.131788831210952,0,0,0,0.0
73,36500,25.450615046912876,22.79845549787761,0,0,0,0.0
74,37000,28.575615046912876,43.16882586824799,0,0,0,0.0
75,37500,3.575615046912878,26.50215920158133,0,0,0,0.0
76,38000,34.82561504691288,32.057714757136885,0,0,0,0.0
77,38500,43.41936504691288,3.456891711869388,0,0,0,0.0
78,39000,18.419365046912876,36.79022504520273,0,0,0,0.0
79,39500,5.919365046912878,7.160595415573091,0,0,0,0.0
80,40000,37.16936504691288,12.71615097112864,0,0,0,0.0
81,40500,41.85686504691288,49.75318800816569,0,0,0,0.0
82,41000,29.356865046912876,5.308743563721239,0,0,0,0.0
83,41500,4.356865046912878,38.64207689705458,0,0,0,0.0
84,42000,48.10686504691288,21.975410230387897,0,0,0,0.0
85,42500,7.872490046912878,39.87664479828915,0,0,0,0.0
86,43000,23.497490046912876,34.321089242733585,0,0,0,0.0
87,43500,25.059990046912876,15.802570724215059,0,0,0,0.0
88,44000,0.05999004691287779,49.1359040575484,0,0,0,0.0
89,44500,15.684990046912878,41.111212699523705,0,0,0,0.0
90,45000,14.903740046912878,5.926027514338523,0,0,0,0.0
91,45500,27.403740046912876,39.25936084767186,0,0,0,0.0
92,46000,21.153740046912876,44.814916403227414,0,0,0,0.0
93,46500,30.528740046912876,9.629731218042227,0,0,0,0.0
94,47000,5.528740046912878,42.96306455137556,0,0,0,0.0
