num_sensors,quadtree_area,coverage_ratio
1,0.0,0.0
4,0.0,0.0
16,0.0,0.0
64,0.0,0.0
256,281.25,0.36221385105766446
784,482.51953125,0.6214231382208055
2209,616.9921875,0.7946066357577514
5470,666.8701171875,0.858842998406259
12136,725.811767578125,0.9347522683642422
25420,755.1177978515625,0.9724946686648798
