count,x,y,yaw
2,59.99999999999999,-38.0,2.9722954243657482
2,55.56970715143617,-37.242714844599135,2.9726383742444895
2,51.100623368260415,-36.480376382970036,2.9722413221379096
2,46.665343147444034,-35.72199174692916,2.862658554847878
2,40.647168249757776,-33.99838259884239,2.3887592391937944
2,39.178668072760345,-32.62254047087009,2.4627105169650902
2,37.807948832987975,-31.51662476126112,1.7642001706076942
2,37.18649485476898,-28.343543659203544,1.7717422844920634
2,36.573798052984934,-25.33563162327643,1.7644788284554764
2,36.04477710888707,-22.638489143227048,1.568946502509105
2,36.04972409235846,-19.964193067228923,1.5671649740157838
2,36.059691114844,-17.219491772426952,1.5550788479296562
2,36.1052641412958,-14.320218039857382,1.660849125112879
2,35.912880489210565,-12.189653206714866,1.6365442913915702
2,35.73360103366046,-9.466815279564061,1.6396969533752237
2,35.45798763808583,-5.47298921949417,1.6505604044224267
2,35.18910942760292,-2.10922262453493,1.663780674972793
2,34.93140691906051,0.6542464845065842,1.6671700289089793
2,34.69164927352787,3.1343307746347113,1.7610046562741792
2,33.95691634528382,6.950413905835856,1.2578604551939006
2,34.67163299362626,9.159276804832968,1.0666184360616715
2,36.20030308622516,11.929913205703205,1.1921319041637153
2,36.81489475898576,13.474637727452935,1.1386778853443238
2,38.185112033897596,16.445700805263137,1.5164926442724016
2,38.40085108256269,20.414620285156413,1.578433198450301
2,38.377005594583196,23.53697528638958,1.595601243118473
2,38.32154335622575,25.772454018126503,1.8772249580997524
2,37.36033468545962,28.810464149854077,1.6822828718860579
2,37.08889839801192,31.23506858206776,1.7942344176633929
2,36.4289811982986,34.13922176920765,1.7465682376531306
2,34.734263584604115,43.68129451503673,1.6478854093361834
2,33.74416669338243,56.49938482630972,0.9297962302495502
2,38.39281054779757,62.72998007501325,0.503823653055036
2,42.14724715605523,64.79971731057447,0.3920770637201299
2,48.9526249216952,67.61363900812083,0.05181941816731977
2,57.965994321353215,68.08112508038403,-0.038554028879672284
2,65.68358177148235,67.7834334787624,-0.07533093364921789
2,71.26137894230132,67.3624561952049,-1.2253331981265414
2,72.19314555355835,64.77346458358232,-1.4050779050215898
2,73.00896613121888,59.89568046853991,-1.447948991057598
2,73.72833828875739,54.06934558548867,-1.4896614421006353
2,74.33520944770564,46.60598472362773,-1.4704994087156433
2,75.00000000000001,40.0,-1.4704994087156433
