count,time,location_odometry_pos_x,location_odometry_pos_y,location_odometry_pos_z,location_odometry_roll,location_odometry_pitch,location_odometry_yaw
0,0,27.109962127909704,6.906791447719714,0,0,0,0.0
1,500,2.1099621279097036,23.573458114386376,0,0,0,0.0
2,1000,14.609962127909704,12.46234700327527,0,0,0,0.0
3,1500,30.234962127909704,34.6845692254975,0,0,0,0.0
4,2000,5.234962127909704,10.610495151423418,0,0,0,0.0
5,2500,42.734962127909704,27.27716181809009,0,0,0,0.0
6,3000,17.734962127909704,43.94382848475675,0,0,0,0.0
7,3500,11.484962127909704,32.83271737364565,0,0,0,0.0
8,4000,48.984962127909704,49.49938404031231,0,0,0,0.0
9,4500,25.547462127909704,21.721606262534525,0,0,0,0.0
10,5000,0.5474621279097036,38.3882729292012,0,0,0,0.0
11,5500,13.047462127909704,25.425309966238242,0,0,0,0.0
12,6000,31.797462127909704,42.091976632904895,0,0,0,0.0
13,6500,6.797462127909704,14.314198855127119,0,0,0,0.0
14,7000,44.297462127909704,30.980865521793792,0,0,0,0.0
15,7500,19.297462127909704,47.64753218846046,0,0,0,0.0
16,8000,28.672462127909704,3.2030877440160115,0,0,0,0.0
17,8500,41.172462127909704,36.53642107734935,0,0,0,0.0
18,9000,16.172462127909704,5.672223546485148,0,0,0,0.0
19,9500,9.922462127909704,39.005556879818485,0,0,0,0.0
20,10000,47.422462127909704,11.227779102040701,0,0,0,0.0
21,10500,22.422462127909704,27.894445768707378,0,0,0,0.0
22,11000,27.891212127909704,44.56111243537404,0,0,0,0.0
23,11500,2.8912121279097036,0.11666799092959158,0,0,0,0.0
24,12000,40.391212127909704,16.783334657596257,0,0,0,0.0
25,12500,15.391212127909704,33.45000132426293,0,0,0,0.0
26,13000,46.641212127909704,42.70926058352219,0,0,0,0.0
27,13500,6.016212127909704,48.264816139077745,0,0,0,0.0
28,14000,43.516212127909704,3.8203716946332955,0,0,0,0.0
29,14500,18.516212127909704,20.48703836129996,0,0,0,0.0
30,15000,37.266212127909704,37.15370502796663,0,0,0,0.0
31,15500,12.266212127909704,7.524075398336998,0,0,0,0.0
32,16000,49.766212127909704,24.19074206500366,0,0,0,0.0
33,16500,26.328712127909704,13.07963095389255,0,0,0,0.0
34,17000,1.3287121279097036,29.746297620559226,0,0,0,0.0
35,17500,20.078712127909704,22.956174163769095,0,0,0,0.0
36,18000,29.453712127909704,39.62284083043577,0,0,0,0.0
37,18500,35.703712127909704,0.7339519415468755,0,0,0,0.0
38,19000,10.703712127909704,17.400618608213538,0,0,0,0.0
39,19500,14.219337127909704,32.21543342302836,0,0,0,0.0
40,20000,32.969337127909704,48.88210008969502,0,0,0,0.0
41,20500,45.469337127909704,21.104322311917244,0,0,0,0.0
42,21000,20.469337127909704,37.77098897858392,0,0,0,0.0
43,21500,4.844337127909704,24.808026015620946,0,0,0,0.0
44,22000,42.344337127909704,41.47469268228762,0,0,0,0.0
45,22500,36.094337127909704,30.36358157117651,0,0,0,0.0
46,23000,11.094337127909704,47.030248237843175,0,0,0,0.0
47,23500,0.1568371279097036,7.318314081464569,0,0,0,0.0
48,24000,37.656837127909704,23.984980748131235,0,0,0,0.0
49,24500,12.656837127909704,40.65164741479791,0,0,0,0.0
50,25000,31.406837127909704,12.873869637020125,0,0,0,0.0
51,25500,6.406837127909704,29.5405363036868,0,0,0,0.0
52,26000,40.781837127909704,11.022017785168273,0,0,0,0.0
53,26500,34.531837127909704,44.35535111850161,0,0,0,0.0
54,27000,47.031837127909704,33.2442400073905,0,0,0,0.0
55,27500,22.031837127909704,49.910906674057166,0,0,0,0.0
