target_ratio,reached_ratio,count,num_free_cell,free_area
0.5,0.6747952888834186,3235,1291,472.8515625
0.8,0.845767468838662,8440,3472,592.657470703125
0.9,0.932488227240995,19111,7897,653.4255981445312
