count,start_x,start_y,goal_x,goal_y,success,time,path_length,mean_abs_curvature,curvature_energy,mean_clearance,low_clearance_ratio
1,28.087344598538596,15.139006974421747,29.071689901429398,2.446526236397312,1,40.06579000088095,44.42734465327866,0.5904670511665743,0.6647450589782319,2.89436711130306,0.0
2,18.130463530685535,11.163397050382349,23.900685700724342,5.208906419373119,1,107.2758079990308,103.60870481639677,0.5407502552237797,0.5970029559851358,4.963581928594207,0.0
3,12.884803380424861,23.324245624045727,29.30627982616796,10.964063932360487,1,60.85387399980391,54.290372164019274,0.5184699994518523,0.5999439771546522,2.3819803559274915,0.0
4,28.854850255513465,27.454311831238222,5.386637627950466,18.014376687981414,1,152.35599299921887,98.2887527309376,0.44151396467461973,0.46798243792264466,4.601053609880097,0.0
5,21.0225810887772,27.860517281309967,19.85969044323701,3.9961813063750404,0,77.30990100026247,,,,,
6,14.883038961200496,14.616918000714987,14.952994834268438,28.32572890967936,1,57.126531000903924,56.397066762311105,0.38130458038399523,0.4089902936884821,5.287451377233019,0.0
7,10.495424433146521,6.660781737617871,15.601387257071659,18.967269266665372,1,394.2819090007106,110.88269335196752,0.4764816698782501,0.5554105212439477,3.9329045365266047,0.0
8,27.970215582964826,17.22315768064937,8.060216831498902,27.47637470224297,0,4.023125000458094,,,,,
9,14.70085772241505,19.988287867903697,14.235599353679417,6.460554419492859,0,3.425801000048523,,,,,
10,20.6573859796916,22.78421536243643,5.775063027524505,13.623204831607694,0,1001.4605420001317,,,,,
11,10.84771621866471,5.096927444896213,6.681567190122732,28.441456102588123,0,1001.4013079999131,,,,,
12,26.34235429899972,11.334557026824491,22.04907025595146,1.3005543889685938,1,194.7082370006683,24.10705615257525,0.4023210394831014,0.4811061254982144,3.1555150908079277,0.0
13,27.256896182470687,15.900962890185255,24.44543955315037,8.19886089677085,0,1001.7056229989976,,,,,
14,11.272114307744902,10.324796293333604,28.958862010332957,12.725245603143929,0,25.792852000449784,,,,,
15,14.93717272495778,28.24897235394376,26.90508035713803,11.709550822679207,1,96.42722700118611,110.28412972917909,0.4285690105772796,0.47039098736494495,4.132784794981524,0.0
16,9.232515664257686,23.85793642366352,3.3038805985352617,11.626359731502946,1,22.217973000806523,26.920682531905868,0.20359073664790614,0.22890862046516813,1.9805929639272313,0.0
17,26.11132535110244,27.118670250707623,7.041183482917996,2.384142471843351,0,4.4311620004009455,,,,,
18,23.48029304332236,18.39549614847987,7.1606703765837585,14.978782005373356,1,109.43532999954186,67.18582137863905,0.4882499641585184,0.5814382019317582,4.7035876267280905,0.0
19,2.2345365333795684,20.70434230580668,15.738963946781254,20.838803989569396,1,146.52071000091382,68.40858971776302,0.4360563267083575,0.5235105059539534,4.999058718555141,0.0
20,2.731376216665316,19.074710778345423,11.1004441140733,14.784642838393015,1,185.36572799894202,147.45232871247944,0.4772996655651465,0.49314801786987683,6.662855722141316,0.0
21,10.06669162560775,18.75839505168653,16.970907612323035,18.25800459090422,0,1001.3912800004618,,,,,
22,14.382997356518015,3.375437124276398,19.916983776977528,14.432259332055436,1,109.8264560005191,107.30324916346714,0.5099945505864919,0.5546173613589067,4.066085012009237,0.0
23,14.956065321406259,17.678681951033646,27.844793468880244,17.425096399139303,1,51.313895999555825,51.770680097545444,0.4638668524187454,0.5394228050748342,3.696792565649273,0.0
24,2.888965618511685,4.381635553448455,20.69716252511354,9.575129091972972,0,1001.4463109982898,,,,,
25,22.518113488944522,15.118700147505688,11.377844502437958,21.864860971495357,1,59.14335099987511,53.351609310069655,0.6093887632656241,0.686227943406022,6.957863152034534,0.0
26,5.543486414140844,8.46050936934752,8.77524405277906,12.308291915491225,1,14.885589000186883,7.040854673647988,0.7163295209898346,0.8786147888239678,6.3574885015233,0.0
27,27.021296104937342,24.01985184740779,24.485052995727706,18.671811367907598,0,11.726262999218307,,,,,
28,0.35989191551398125,8.49944115702198,14.999656393280686,26.552947007868394,1,29.224335999970208,38.17239504193594,0.2566612898689852,0.3234669528259787,1.1294025857749996,0.007832898172323759
29,10.905949694178256,16.295708646125284,25.284137322334317,10.129106324393511,1,206.6509699998278,101.95980525380153,0.5468788569219695,0.6007378303379398,6.076999992736327,0.0
30,22.30419378501712,17.606782226974097,15.697630816112554,18.6317445750281,0,12.873630001195124,,,,,
31,14.497083906067381,3.3940299117295156,26.718524484048043,28.654485240221877,1,63.2684270003665,62.07101829175742,0.4860741502113261,0.5940388308994846,2.2969801258353217,0.0
32,24.827930978367824,10.494272836032549,18.918201251592432,22.788125251052545,1,133.42776100034826,60.47346052556532,0.5235210172041869,0.6116196831079543,3.1417709113042718,0.0
33,7.278025312659599,28.460169715127158,6.999610217341611,15.848305413391293,0,14.37448199976643,,,,,
34,24.777790999502283,29.17957208964477,21.047268884407497,24.673972662768893,1,15.03408000098716,13.44124932290809,0.8106833174922863,1.1028909259206068,2.1846264064282175,0.0
35,11.736659152096546,22.197086361454105,11.524845075448198,27.478491594609466,0,15.257662998919841,,,,,
36,23.058394928489072,11.249513248498904,23.376258125235235,2.0241892100392223,0,1001.870541000244,,,,,
37,27.554065254302312,20.49909672754374,9.821011547355962,19.13757376783863,1,134.43051899957936,42.847716555670914,0.5843606112486578,0.7458118914771998,6.4196403478322726,0.0
38,23.377922145390905,18.58823042687337,26.412971345687385,12.309440751613858,0,1001.8381789996056,,,,,
39,28.88860844170872,19.51377196914953,2.626476194858748,18.507933238818044,1,115.85192300117342,103.94209970251565,0.40917489417518854,0.4364689528574828,4.294141042041539,0.0
40,0.7042099979875525,20.04332049596342,29.729233325016292,14.46866710916993,1,83.29421499911405,92.51698718516141,0.4002759191322417,0.4234552300667899,4.417963341267205,0.004314994606256742
41,25.016543329409373,8.857895275249572,11.780114541186185,3.9717353608719477,0,895.2395180003805,,,,,
42,1.2265163520891844,22.2406246713503,22.245847344514463,3.704568174833517,0,111.36541999985639,,,,,
43,18.58170504564779,7.657136670934743,26.712438468836044,4.019535923889944,0,553.4910499991383,,,,,
44,17.54800247837817,26.29748816890456,16.085661194233385,19.842569817199852,0,18.6288599998079,,,,,
45,24.152069254701242,20.90690622571301,24.583108949187622,6.663015596282096,1,109.31574900132546,100.77395222386932,0.47275570007242873,0.4835681941508782,3.128619290019499,0.0
46,27.113775318757607,14.91579993618808,27.271647575447936,20.662078979621526,1,58.148615000391146,39.992045692872196,0.4475916585261686,0.5021360933002309,2.093907858933607,0.0
47,21.889090968416305,28.101458993667066,3.253472571774692,25.727425974828755,0,19.897915999536053,,,,,
48,8.787770935706451,24.277538407644606,6.758426291736021,13.879488511299387,0,1001.444232000722,,,,,
49,4.2456816349235815,23.807690123430564,8.795428272000333,14.016164897415551,0,22.10240500062355,,,,,
50,9.391167279553502,15.692971771869809,28.0090165745252,27.32250964558283,0,474.5989399998507,,,,,
51,7.549375882102816,7.610801434336039,7.6104739054688775,18.505183108637183,0,21.56362700043246,,,,,
52,5.883767194104747,20.857007213128277,9.599636765313162,24.76525952320323,1,26.968600999680348,10.662911279448826,0.6835793779409486,0.9653352799551826,5.449784096693149,0.0
53,7.421816226711869,27.379914877604655,9.945657015561983,1.090438362889369,0,1001.1983040003543,,,,,
54,4.91664669432246,24.126419620377046,5.1671076193931125,7.456587990549434,1,179.80988599992997,126.1423459562852,0.5510219411344434,0.5815785643510584,8.012765349342523,0.0
55,29.63895710709945,12.356253291487267,19.18013446809717,16.124629767141997,0,1001.6149899984157,,,,,
56,14.017633597832557,26.521933881259535,1.1984437203098595,11.29387549779978,1,46.76784100047371,37.71268354761777,0.31868982713109817,0.46130196347016383,1.1286273572809733,0.0
57,13.502670755071934,20.25235354842866,21.72144117228434,0.15931573992649184,0,23.831802998756757,,,,,
58,3.0191046755647037,7.102218840585111,10.02247761615125,22.698728594094135,0,1001.1588650013437,,,,,
59,22.136402133179907,27.40404985896865,12.03265291400326,12.423342381284872,0,24.648471999171306,,,,,
60,4.316336196861322,26.45071379517297,26.76444297897142,28.2454648605302,0,25.11069699903601,,,,,
61,21.878113316819384,26.070457649134585,16.93015025110869,24.81049971667373,0,25.516980000247713,,,,,
62,9.789045983951677,22.389625014144258,22.61906287752899,18.290986749086002,0,25.78746900144324,,,,,
63,25.011732467640194,19.99946978640584,7.50614488744325,1.5836577920523542,0,26.27986100014823,,,,,
64,9.78060729187657,5.821647331950183,26.963130833372347,15.781932500394257,0,26.617538000209606,,,,,
65,16.745141276342835,22.438706762039917,28.467776380516916,13.025673440110449,0,27.39931100040849,,,,,
66,20.90889440654399,28.159830444940418,7.275469651069577,2.1877833402685383,0,28.075589001673507,,,,,
67,14.375544931273021,26.3167601505297,15.610251907920848,6.144396369533557,0,27.88720499847841,,,,,
68,29.331827325638017,13.96023062994736,13.08747473962702,2.2235535278818968,0,28.19349399942439,,,,,
69,12.880744822361367,28.92349967417274,12.980062577627978,22.99168828927502,1,88.5895769988565,61.98242531358465,0.41282594322688787,0.4416918755340073,5.61386455823493,0.0
70,27.64742934614353,0.1339693568556194,20.644813229303942,4.266921296604372,1,41.94753999945533,14.20132607664287,0.6636098810742991,0.7575690087249569,2.0618578390730287,0.034722222222222224
71,15.2029513486702,25.22376354615744,10.735788078614169,21.285092743050335,1,61.921095999423414,7.470717735020985,0.6155502460332922,1.0094748173528736,6.907807924963798,0.0
72,8.595765488544687,17.661332663402533,21.83475547068219,15.991916548148216,0,30.40902499924414,,,,,
73,9.738211049337355,21.873183890202725,4.208124287880016,9.793277720383202,0,30.272473999502836,,,,,
74,23.443554013628543,14.835330924255109,2.9037839217078165,20.055611816678795,1,199.62182400013262,125.24530010255522,0.4730464846449316,0.4977513438471926,5.946402515987097,0.0
75,28.42341995348091,18.025255144364607,7.771819938111928,4.913260449736905,0,31.093919000340975,,,,,
76,2.690105844515378,7.385561552144228,4.4197326046587895,24.234904879344853,0,1001.7282530006923,,,,,
77,13.011233247139526,14.891378051356694,22.30729766962136,9.20502300889677,1,51.395400001638336,12.255413653683707,0.4479714247167732,0.5078295280506041,11.072340330532834,0.0
78,20.7518944291997,27.009347564838983,21.963624791242356,17.736030992417056,1,903.043106000041,24.478387750869906,0.5611167164110386,0.5807261115800618,6.3739734534282855,0.0
79,20.58838779018962,26.37693602665821,0.8618638903072487,29.382810338549458,1,94.68568499869434,64.76721318900645,0.5159248685184893,0.5793385504427573,6.014549767662034,0.0030816640986132513
80,13.979781831842807,26.422627648729367,1.8312394590316832,8.426297217347164,0,33.51581300012185,,,,,
81,16.660686168644972,16.83559518354757,27.990446385046667,9.372485775998927,1,105.24397399967711,72.32687189903783,0.525438861669159,0.5558271498236558,4.0735607149044855,0.0
82,7.188551445646361,18.76672905472562,4.942383727060107,26.97455981416098,1,40.48260600029607,20.404148464576465,0.6923317106164458,0.9447563565724748,4.823670980701407,0.0
83,7.020741165904054,0.16501669195123955,18.6987071712986,6.754342634333837,0,34.47308300019358,,,,,
84,27.23998880041095,3.153923155455127,14.980894840566386,17.76069531225524,1,379.3685379987437,90.3644820685817,0.4858658357533399,0.5264346236853531,3.517390949957363,0.0
85,1.4197561906057967,26.792410194355586,7.838052175917364,2.146022112789118,0,1001.6011700008676,,,,,
86,0.48433375749198815,25.542872020007085,25.536355419513747,22.01096450868813,0,1001.7045670010702,,,,,
87,23.61148100447113,8.264217018818638,17.403223254451905,21.760467893294045,1,100.93425500053854,66.79350928881938,0.5130346456287876,0.5013870060558014,7.101470000302659,0.0
88,7.5200372969546185,21.623351502852266,23.764787649488586,15.443635706276261,0,36.788979999982985,,,,,
89,19.21066440136031,0.8191612099436106,11.290976900679997,9.556520240900747,1,47.254658999008825,23.040895974840165,0.4679296781699546,0.7011959263674483,4.809072416063675,0.0
90,10.772271045982388,27.333507843254445,28.039183163008826,1.814637791455087,0,145.26039700103865,,,,,
91,17.44571240073069,5.903487955146066,19.45606906180042,28.782058388724938,1,109.26752699924691,75.95752976168203,0.48168809951020974,0.5547959878362495,2.2775481155659003,0.013140604467805518
92,4.368715003499906,11.44815658512713,10.246381409668441,20.985834126910106,0,25.609926000470296,,,,,
93,24.256592610113508,1.398167503365975,6.261177142155217,11.034107456505518,1,726.3214710001193,139.99429878999806,0.5348713152187745,0.5948047437759585,5.783156955100234,0.0
94,28.6094117107929,22.530239455215433,18.713876433553843,28.55910125297749,1,94.38072699958866,20.117565884098536,0.576170480983846,0.8020472368474544,1.105675070992892,0.0
95,11.85072188632417,23.68954361334604,7.509429249805383,7.7476640024816685,0,38.963049000813044,,,,,
96,27.284521854085767,24.196616620356227,18.637583147769362,4.765682756496451,0,39.63874799956102,,,,,
97,9.438637955243971,27.34396090637672,13.612823504003382,1.3520775035177905,1,106.75535299924377,120.50104972774774,0.4718218647445356,0.520240108625833,4.225248466440271,0.0
98,7.037219273867747,17.447940747234174,25.661766096646126,13.499712367776114,1,73.36325399955967,68.1608579612887,0.4537486777700638,0.4898958905227564,4.672921242253718,0.0
99,7.462597212109907,23.487179259493562,9.328108024269257,7.960149110242925,1,120.86159199861868,133.06786901849836,0.4476611095911038,0.4925938890728383,4.514998217372545,0.0
100,17.262916984904894,15.287284506274156,25.718043089040744,13.417332794810287,1,104.93809000035981,65.15497734203558,0.5294732644440827,0.5639331097610044,4.2499251396797515,0.0
