num_sensors,ppm_area,coverage_ratio
1,14.041067375418532,0.01808309008714837
2,35.56158523541417,0.04579875106785688
3,81.96834718990067,0.10556469582394883
4,104.1283244972867,0.1341038983834466
5,117.18130733976528,0.15091446259025118
6,125.64694280120742,0.16181711298007972
7,136.7850203027835,0.1761615252297672
8,142.04348736858378,0.18293375494199268
9,154.2260143424787,0.19862328386938238
10,165.82326940430826,0.2135590577987807
11,172.0425616234661,0.22156870681408428
12,187.65430247548983,0.24167462246110927
13,189.47716737651135,0.2440222381615781
14,205.81117869144907,0.2650583453317223
15,197.24896317891125,0.25403131224947517
16,205.977637062354,0.26527272231862453
17,234.34422795131817,0.3018052454378031
18,246.1273585727514,0.3169804031974647
19,258.25370837058244,0.33259758314251253
20,273.20804373060736,0.3518568450118901
21,278.2961378539229,0.35840965627215676
22,287.47623767750906,0.37023244493062757
23,298.42684999777293,0.3843354261216046
24,309.3120325809466,0.39835414222086557
25,318.2488769014387,0.4098636490568771
26,320.9568905072572,0.4133512225213396
27,336.53918959942484,0.4334192209658068
28,352.8786670548512,0.4544623678223396
29,363.00991455695,0.46751011244013
30,373.6152802160322,0.4811684603059109
31,383.87831512096216,0.4943859301599693
32,391.87606529463966,0.5046860044362531
33,403.82536470159664,0.5200751662340662
34,416.1172458057758,0.5359055292260224
35,430.3403161971215,0.5542230158049152
36,432.84651468285267,0.5574506773339163
37,432.07146025656107,0.556452506850267
38,436.47562017450866,0.5621244987597909
39,442.11376744515894,0.5693857077757287
40,452.7385425896721,0.5830690525640517
41,456.10972218551905,0.5874106985872295
42,454.13752626102576,0.5848707637219817
43,467.228176150786,0.6017298382443556
44,465.76828605569096,0.5998496874409234
45,476.79737460230274,0.6140537359249206
46,481.5508253339052,0.6201755695082329
47,485.63657769899584,0.6254374934144639
48,495.2219622530008,0.637782236714641
49,501.6861344465777,0.6461072596626777
50,502.6571650288058,0.6473578222464417
51,513.4658058317599,0.6612779623706622
52,519.9418157370309,0.6696182307698649
53,520.5920798484158,0.6704556873671602
54,527.6335243169812,0.6795241628088233
55,532.1617625710421,0.6853559516675258
56,539.0026362435844,0.6941661177031899
57,546.7030254308482,0.7040832292486535
58,555.9280042941774,0.7159638163420295
59,559.3885017239227,0.7204204922552853
60,563.7059370064403,0.7259807939810557
61,573.8471740005112,0.7390414037805612
62,577.3693064111466,0.7435774576272856
63,579.9729277519618,0.7469305872719171
64,586.7089557836948,0.7556057255979842
65,585.0314319911474,0.7534452905645995
66,587.705886900683,0.7568896447415345
67,588.4918713149883,0.7579018916449187
68,598.2073391774858,0.770414165526882
69,597.3241271016534,0.7692767018920807
70,603.3307666437365,0.7770124815914697
71,607.6602948720412,0.7825883574771128
72,610.4031827399634,0.7861208445087909
73,610.8950486060924,0.7867543045250553
74,614.5168749636337,0.7914187513617742
