count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
12,6000,0.139000,0.000000,0.000000,0.000000,0.000000,0.002000, 
13,6500,0.395000,-0.001000,0.000000,0.000000,0.000000,-0.005000, 
14,7000,0.664000,-0.004000,0.000000,0.000000,0.000000,-0.016000, 
15,7500,0.953000,-0.010000,0.000000,0.000000,0.000000,-0.019000, 
16,8000,1.303000,-0.020000,0.000000,0.000000,0.000000,-0.022000, 
17,8500,1.676000,-0.026000,0.000000,0.000000,0.000000,-0.018000, 
18,9000,2.049000,-0.033000,0.000000,0.000000,0.000000,-0.023000, 
19,9500,2.424000,-0.041000,0.000000,0.000000,0.000000,-0.021000, 
20,10000,2.801000,-0.050000,0.000000,0.000000,0.000000,-0.019000, 
21,10500,3.169000,-0.060000,0.000000,0.000000,0.000000,-0.035000, 
22,11000,3.542000,-0.079000,0.000000,0.000000,0.000000,-0.066000, 
23,11500,3.911000,-0.105000,0.000000,0.000000,0.000000,-0.082000, 
24,12000,4.280000,-0.134000,0.000000,0.000000,0.000000,-0.082000, 
25,12500,4.650000,-0.167000,0.000000,0.000000,0.000000,-0.096000, 
26,13000,5.015000,-0.205000,0.000000,0.000000,0.000000,-0.103000, 
27,13500,5.385000,-0.242000,0.000000,0.000000,0.000000,-0.097000, 
28,14000,5.752000,-0.279000,0.000000,0.000000,0.000000,-0.106000, 
29,14500,6.125000,-0.311000,0.000000,0.000000,0.000000,-0.075000, 
30,15000,6.492000,-0.340000,0.000000,0.000000,0.000000,-0.081000, 
31,15500,6.858000,-0.368000,0.000000,0.000000,0.000000,-0.071000, 
32,16000,7.232000,-0.397000,0.000000,0.000000,0.000000,-0.080000, 
33,16500,7.603000,-0.424000,0.000000,0.000000,0.000000,-0.070000, 
34,17000,7.982000,-0.452000,0.000000,0.000000,0.000000,-0.075000, 
35,17500,8.350000,-0.478000,0.000000,0.000000,0.000000,-0.067000, 
36,18000,8.720000,-0.498000,0.000000,0.000000,0.000000,-0.040000, 
37,18500,9.095000,-0.499000,0.000000,0.000000,0.000000,0.044000, 
38,19000,9.462000,-0.461000,0.000000,0.000000,0.000000,0.151000, 
39,19500,9.826000,-0.393000,0.000000,0.000000,0.000000,0.217000, 
40,20000,10.185000,-0.312000,0.000000,0.000000,0.000000,0.224000, 
41,20500,10.544000,-0.231000,0.000000,0.000000,0.000000,0.218000, 
42,21000,10.908000,-0.149000,0.000000,0.000000,0.000000,0.214000, 
43,21500,11.268000,-0.068000,0.000000,0.000000,0.000000,0.249000, 
44,22000,11.623000,0.052000,0.000000,0.000000,0.000000,0.400000, 
45,22500,11.958000,0.216000,0.000000,0.000000,0.000000,0.508000, 
46,23000,12.270000,0.417000,0.000000,0.000000,0.000000,0.633000, 
47,23500,12.559000,0.655000,0.000000,0.000000,0.000000,0.757000, 
48,24000,12.816000,0.927000,0.000000,0.000000,0.000000,0.868000, 
49,24500,13.043000,1.228000,0.000000,0.000000,0.000000,0.980000, 
50,25000,13.232000,1.550000,0.000000,0.000000,0.000000,1.101000, 
51,25500,13.394000,1.883000,0.000000,0.000000,0.000000,1.128000, 
52,26000,13.555000,2.219000,0.000000,0.000000,0.000000,1.126000, 
53,26500,13.709000,2.547000,0.000000,0.000000,0.000000,1.140000, 
54,27000,13.861000,2.890000,0.000000,0.000000,0.000000,1.158000, 
55,27500,14.002000,3.233000,0.000000,0.000000,0.000000,1.201000, 
56,28000,14.136000,3.589000,0.000000,0.000000,0.000000,1.229000, 
57,28500,14.258000,3.947000,0.000000,0.000000,0.000000,1.262000, 
58,29000,14.364000,4.296000,0.000000,0.000000,0.000000,1.282000, 
59,29500,14.462000,4.656000,0.000000,0.000000,0.000000,1.320000, 
60,30000,14.561000,5.022000,0.000000,0.000000,0.000000,1.305000, 
61,30500,14.668000,5.377000,0.000000,0.000000,0.000000,1.252000, 
62,31000,14.787000,5.736000,0.000000,0.000000,0.000000,1.240000, 
63,31500,14.912000,6.091000,0.000000,0.000000,0.000000,1.214000, 
64,32000,15.048000,6.440000,0.000000,0.000000,0.000000,1.178000, 
65,32500,15.202000,6.785000,0.000000,0.000000,0.000000,1.135000, 
66,33000,15.371000,7.116000,0.000000,0.000000,0.000000,1.069000, 
67,33500,15.567000,7.439000,0.000000,0.000000,0.000000,0.969000, 
68,34000,15.792000,7.736000,0.000000,0.000000,0.000000,0.861000, 
69,34500,16.048000,8.006000,0.000000,0.000000,0.000000,0.751000, 
70,35000,16.332001,8.248000,0.000000,0.000000,0.000000,0.661000, 
71,35500,16.631001,8.468000,0.000000,0.000000,0.000000,0.609000, 
72,36000,16.943001,8.673000,0.000000,0.000000,0.000000,0.556000, 
73,36500,17.267000,8.856000,0.000000,0.000000,0.000000,0.474000, 
74,37000,17.603001,9.010000,0.000000,0.000000,0.000000,0.386000, 
75,37500,17.952999,9.141000,0.000000,0.000000,0.000000,0.320000, 
76,38000,18.309999,9.250000,0.000000,0.000000,0.000000,0.268000, 
77,38500,18.674000,9.342000,0.000000,0.000000,0.000000,0.222000, 
78,39000,19.032000,9.416000,0.000000,0.000000,0.000000,0.179000, 
79,39500,19.399000,9.476000,0.000000,0.000000,0.000000,0.154000, 
80,40000,19.767000,9.527000,0.000000,0.000000,0.000000,0.121000, 
81,40500,20.124001,9.565000,0.000000,0.000000,0.000000,0.089000, 
82,41000,20.486000,9.591000,0.000000,0.000000,0.000000,0.067000, 
83,41500,20.863001,9.613000,0.000000,0.000000,0.000000,0.044000, 
84,42000,21.222000,9.626000,0.000000,0.000000,0.000000,0.023000, 
85,42500,21.587000,9.635000,0.000000,0.000000,0.000000,0.018000, 
86,43000,21.947001,9.634000,0.000000,0.000000,0.000000,-0.009000, 
87,43500,22.308001,9.627000,0.000000,0.000000,0.000000,-0.022000, 
88,44000,22.674999,9.616000,0.000000,0.000000,0.000000,-0.029000, 
89,44500,23.042999,9.607000,0.000000,0.000000,0.000000,-0.040000, 
90,45000,23.413000,9.594000,0.000000,0.000000,0.000000,-0.046000, 
91,45500,23.784000,9.574000,0.000000,0.000000,0.000000,-0.055000, 
92,46000,24.150000,9.550000,0.000000,0.000000,0.000000,-0.060000, 
93,46500,24.517000,9.529000,0.000000,0.000000,0.000000,-0.066000, 
94,47000,24.888000,9.505000,0.000000,0.000000,0.000000,-0.072000, 
95,47500,25.261000,9.480000,0.000000,0.000000,0.000000,-0.069000, 
96,48000,25.629999,9.456000,0.000000,0.000000,0.000000,-0.059000, 
97,48500,26.002001,9.435000,0.000000,0.000000,0.000000,-0.036000, 
98,49000,26.372999,9.422000,0.000000,0.000000,0.000000,-0.035000, 
99,49500,26.742001,9.415000,0.000000,0.000000,0.000000,-0.009000, 
100,50000,27.121000,9.413000,0.000000,0.000000,0.000000,0.004000, 
101,50500,27.493999,9.413000,0.000000,0.000000,0.000000,-0.003000, 
102,51000,27.872000,9.408000,0.000000,0.000000,0.000000,-0.016000, 
103,51500,28.250999,9.395000,0.000000,0.000000,0.000000,-0.037000, 
104,52000,28.618000,9.375000,0.000000,0.000000,0.000000,-0.071000, 
105,52500,29.003000,9.341000,0.000000,0.000000,0.000000,-0.100000, 
106,53000,29.368999,9.301000,0.000000,0.000000,0.000000,-0.125000, 
107,53500,29.752001,9.241000,0.000000,0.000000,0.000000,-0.177000, 
108,54000,30.115000,9.168000,0.000000,0.000000,0.000000,-0.227000, 
109,54500,30.479000,9.075000,0.000000,0.000000,0.000000,-0.259000, 
110,55000,30.843000,8.976000,0.000000,0.000000,0.000000,-0.279000, 
111,55500,31.200001,8.860000,0.000000,0.000000,0.000000,-0.346000, 
112,56000,31.551001,8.726000,0.000000,0.000000,0.000000,-0.395000, 
113,56500,31.892000,8.574000,0.000000,0.000000,0.000000,-0.447000, 
114,57000,32.220001,8.395000,0.000000,0.000000,0.000000,-0.553000, 
115,57500,32.530998,8.187000,0.000000,0.000000,0.000000,-0.619000, 
116,58000,32.825001,7.960000,0.000000,0.000000,0.000000,-0.688000, 
117,58500,33.109001,7.716000,0.000000,0.000000,0.000000,-0.745000, 
118,59000,33.382999,7.454000,0.000000,0.000000,0.000000,-0.779000, 
119,59500,33.641998,7.183000,0.000000,0.000000,0.000000,-0.829000, 
120,60000,33.895000,6.902000,0.000000,0.000000,0.000000,-0.859000, 
